download_avg,download_count,download_median,geoid10,isp,rtt_avg,time_slice,upload_avg,upload_count,upload_median
0.4437060457,12,0,530330081002,AS18566 MegaPath Corporation,231.2201914708442,1430438400,0.3584831368,22,0
3.5579720498,212,1,530330081002,at&t,416.6548835556885,1412121600,0.6796273024,256,0
2.8912136833,68,3,530330111024,centurylink,319.5453800908346,1406851200,0.226359457,74,0
48.1202741478,16,13,530330081002,AS36351 SoftLayer Technologies Inc.,14.038038964848237,1441065600,10.3396341516,16,3
7.174277762,40,7,530330080012,"AS7385 Integra Telecom, Inc.",145.25170246693557,1396310400,4.3294255411,40,8.5
7.1421099237,22,3,530330082001,centurylink,53.87201992285966,1427846400,0.5039001695,26,0
63.0826724396,32,1,530330079001,AS46991 SWEDISH MEDICAL CENTER,5.79996891996892,1438387200,6.579881922,24,12
3.7845531658,28,3.5,530330109001,AS16586 CLEAR WIRELESS LLC,262.00993783182827,1404172800,0.3489898916,30,0
21.3146441773,16,21.5,530330069004,AS54032 Seattle Pacific University,40.54657182948662,1430438400,2.8746851754,18,2
5.5623062059,8,5.5,530330081002,AS21743 Atlas Networks Corporation,70.4075952498763,1417392000,11.7406181081,14,14
24.1356475838,20,9,530330095002,comcast,38.66242138012848,1438387200,2.2418748435,20,4
1.1159086752,2,1,530330095002,centurylink,353.2224576271187,1425168000,0.2220398076,2,0
8.4648632772,8,8.5,530330081002,AS4565 MegaPath Networks Inc.,45.10626927029805,1430438400,1.7389563086,8,1
4.0248929466,4,3.5,530330082001,wolfe,84.09486166007905,1417392000,1.9327516896,4,3
40.9524701643,46,32,530330082001,wave,16.13866598039445,1396310400,15.8276220068,42,4
4.4983219584,4,4,530330081002,"AS15003 Nobis Technology Group, LLC",56.660722891566266,1438387200,0.3465874639,4,0
1.2407140728,26,0,530330095002,AS16586 CLEAR WIRELESS LLC,372.99190821256036,1417392000,0.1969401793,32,0
2.4599559826,36,0.5,530330111024,centurylink,102.29794296635316,1391212800,0.7071714952,38,0
6.8007405441,38,2,530330109001,"AS7385 Integra Telecom, Inc.",138.84243658581744,1412121600,1.7091496578,40,1
10.7110225466,32,13,530330080012,"AS7385 Integra Telecom, Inc.",164.8076247621835,1388534400,0.0401160807,36,0
2.5865757244,42,2,530330082001,AS16586 CLEAR WIRELESS LLC,366.755023022185,1409529600,0.2664416038,50,0
0.9534619611,12,0,530330107021,centurylink,96.42438778086341,1420070400,0.1263571294,12,0
17.4066178974,128,16.5,530330024002,comcast,38.40519720676955,1404172800,2.9231634675,136,4
8.4620032916,4,8,530330082001,northland cable,84.19747689233076,1393632000,0.3370331144,4,0
13.7621998511,2,13,530330081002,wave,233.7072072072072,1404172800,1.2042462136,2,2
3.5540082758,40,4,530330095002,centurylink,196.73890008208343,1430438400,0.2433899109,42,0
6.0147952248,14,6,530330082001,"AS22363 Powerhouse Management, Inc.",131.34018931351733,1433116800,1.7853735096,16,2
0.4450120636,2,0,530330081002,AS18566 MegaPath Corporation,227.04419889502762,1388534400,0.1956767454,2,0
13.6546441387,2,13,530330081002,"AS13412 Vulcan Northwest, Inc.",30.408302143586255,1441065600,3.7290951684,2,6
8.9436062545,6,6,530330082001,northland cable,31.572966891674703,1427846400,2.8681128508,8,1
10.8099904665,2,10,530330069004,AS54032 Seattle Pacific University,28.64560318161732,1388534400,4.9669032635,2,8
9.203161805,44,9.5,530330081002,"AS7385 Integra Telecom, Inc.",173.44457238327462,1406851200,0.6826102679,44,0
14.9629051651,130,9,530330081002,comcast,68.5414301053127,1435708800,1.3794304078,130,1
31.8781992513,28,18,530330082001,wave,27.735864297253634,1425168000,32.2479975063,32,6.5
17.0426765531,2,17,530330041005,AS15307 Childrens Hospital and Regional Medical Center,45.76398601398601,1406851200,8.3964676054,2,15
1.7352823058,52,0.5,530330081002,at&t,321.6012722411727,1433116800,0.4139658005,62,0
31.869255065,78,44,530330079001,wave,52.98821175037871,1396310400,2.8126378106,82,4
4.4166313381,98,0,530330056001,comcast,58.100271665973224,1391212800,2.1782095876,106,2
6.1787700835,12,4,530330095002,centurylink,155.18119137834648,1396310400,0.3020401876,10,0
0.7342085265,2,0,530330031003,centurylink,207.8048780487805,1409529600,0.2122028916,2,0
1.3502264889,2,1,530330047004,"AS4323 tw telecom holdings, inc.",86.50408163265305,1412121600,5.0481076024,4,7
18.1220842753,36,12.5,530330062001,comcast,37.69975531273044,1396310400,2.1008488567,40,3.5
15.184865987,104,11,530330069004,comcast,38.96274980909277,1409529600,2.6713919479,108,4
18.6345517845,456,16,530330041005,comcast,62.6350935021064,1435708800,2.0523712259,464,2
6.677307428,204,0,530330046001,comcast,40.560841210220005,1391212800,3.7660947247,218,6
55.7592297456,166,52,530330082001,wave,24.425225413198667,1430438400,16.8586416209,170,15
0.030988747,0,,530330046001,windstream,36.666666666666664,1441065600,0.4728748529,2,0
2.6494312002,30,1,530330079001,AS16586 CLEAR WIRELESS LLC,566.8882072256306,1409529600,0.2489844236,44,0
29.3186758312,346,20,530330024002,comcast,43.827046876808254,1433116800,3.2804291364,362,4
17.6530281785,4,17,530330067001,wave,59.23716457266946,1412121600,5.7908457405,4,10
16.5898435027,40,14.5,530330079001,comcast,25.121681458707968,1398902400,3.0850490183,40,4
16.4868760031,14,19,530330080012,centurylink,36.759989273263606,1435708800,0.5497271003,14,0
24.696718022,34,26,530330111024,comcast,25.258285175138578,1396310400,2.9562546017,34,4
14.6386902208,36,10.5,530330066002,AS21525 Seattle Public Library,73.22213854738466,1412121600,7.2465474274,40,10.5
0.3400434701,40,0,530330066002,"AS32016 Integra Telecom, Inc.",523.0528301886792,1425168000,0.0443479208,40,0
0.2035082081,2,0,530330069004,AS54032 Seattle Pacific University,34.28431372549019,1401580800,0.0453444731,2,0
46.0162780111,4,46.5,530330081002,"AS30170 Isomedia, Inc.",39.89413690134375,1391212800,0.9361615469,6,1
,0,,530330007002,centurylink,0,1427846400,0.0924553959,2,0
19.1173779894,138,16,530330031003,comcast,46.617253488097035,1412121600,3.4419448615,146,5
3.6853813937,12,2.5,530330069004,centurylink,107.7842645381984,1412121600,0.2228574385,14,0
0.3453374724,6,0,530330081002,AS18566 MegaPath Corporation,251.30831099195711,1401580800,0.239339114,12,0
31.36488321,4,31,530330079001,"AS4323 tw telecom holdings, inc.",49.9772019684644,1433116800,30.2888162219,4,54.5
7.0020219784,170,4,530330046001,centurylink,73.27426274274153,1430438400,1.0374700241,202,0
1.3859857645,2,1,530330031003,AS16586 CLEAR WIRELESS LLC,1136.552495697074,1420070400,0.1452673321,6,0
33.8722240578,2,35,530330081002,AS33553 SOUND TRANSIT,10.30775144138373,1433116800,7.8922573135,4,10.5
3.5588745755,28,2,530330066002,centurylink,126.11573181419807,1433116800,0.3081397667,34,0
12.977305126,18,11,530330046001,centurylink,64.82897659952607,1425168000,1.8554101346,26,0
0.6221875256,4,0,530330116006,centurylink,178.33333333333334,1433116800,0.2862817429,4,0
1.5412394324,4,1,530330024002,AS16586 CLEAR WIRELESS LLC,733.0088638195004,1393632000,0.2131402428,6,0
22.1202978631,26,22,530330066002,"AS32016 Integra Telecom, Inc.",32.575921653165366,1430438400,10.3625442827,26,17
4.7901369799,2,4,530330080012,"AS7385 Integra Telecom, Inc.",54.472890025575445,1441065600,0.9180634182,2,1
9.317454659,12,8.5,530330095002,wave,42.496478112441125,1420070400,1.21387601,12,1.5
28.6293542206,26,28,530330097025,comcast,54.64480424114339,1427846400,3.0148546337,26,4
62.1009765441,12,11,530330081002,AS36351 SoftLayer Technologies Inc.,58.24345832209334,1396310400,1.6825959668,18,0
0.8323882413,4,0.5,530330046001,AS16586 CLEAR WIRELESS LLC,451.9200581395349,1417392000,0.1729227149,24,0
5.322512232,78,2,530330079001,centurylink,92.10982894379582,1420070400,0.6201777511,86,0
,0,,530330031003,xo communciations,0,1393632000,1.9440509274,2,1
2.2683562522,18,1,530330047004,centurylink,188.55726344966612,1393632000,0.244397914,26,0
3.3207864224,2,3,530330081002,"AS4323 tw telecom holdings, inc.",176.81566181566183,1396310400,0.2659384862,2,0
2.8160260236,10,2,530330108001,AS16586 CLEAR WIRELESS LLC,351.51010410287813,1396310400,0.3611902038,14,0
0.9020561932,38,0,530330081002,"AS17184 CBEYOND COMMUNICATIONS, LLC",236.27553622318885,1391212800,0.4565873654,38,0
3.2578547056,6,2,530330047004,centurylink,110.36102719033232,1427846400,0.7721855631,6,1
45.7024154378,8,55.5,530330082001,"AS4323 tw telecom holdings, inc.",9.65244832359635,1433116800,28.815731829,8,65.5
5.0915464882,4,4.5,530330108001,comcast,204.31351351351353,1422748800,2.1686678956,4,3.5
0.3826551732,4,0,530330079001,AS46991 SWEDISH MEDICAL CENTER,96.83483483483484,1391212800,0.8675684306,4,1
5.1552958074,46,3,530330081002,"AS18530 Isomedia, Inc.",89.03630195742026,1414800000,0.3729828321,46,0
25.4460496507,10,27,530330081002,wave,58.74486891385768,1414800000,7.1587075237,10,5
4.3094588426,4,4,530330081002,AS21743 Atlas Networks Corporation,55.989987484355446,1435708800,3.1165066613,4,5
18.8749605428,142,20,530330024002,comcast,50.238645332776194,1414800000,3.2440458156,142,6
5.1051379599,6,6,530330062001,centurylink,92.42942712332975,1391212800,0.3097498446,10,0
14.0010608894,14,12,530330081002,AS25845 Virginia Mason Medical Center,71.221215502492,1406851200,6.6281811912,16,11.5
3.3449189972,28,0,530330095002,comcast,28.757575757575758,1391212800,2.8809217698,34,4
15.9710739623,78,11,530330097025,comcast,28.47008941419314,1393632000,2.5247711624,80,4
2.258825615,10,1,530330109001,centurylink,321.4286287089014,1398902400,0.2699414885,10,0
4.9277480162,8,4.5,530330024002,AS16586 CLEAR WIRELESS LLC,199.83041916167664,1427846400,0.4047186655,8,0
16.6058840702,4,16,530330067001,AS10430 Washington State K-20 Telecommunications Network,30.543231885903477,1422748800,6.9577832527,4,11.5
23.6493301847,30,17,530330111024,comcast,40.29412373267122,1425168000,2.2499877783,34,4
1.3137260061,6,1,530330066002,"AS32016 Integra Telecom, Inc.",65.42834051724138,1396310400,4.8075326615,10,0
16.9530166203,224,13.5,530330067001,comcast,55.40794963703385,1417392000,2.3985572708,238,4
4.181688537,2,4,530330081002,"AS15003 Nobis Technology Group, LLC",207.07502569373074,1406851200,0.1023572149,2,0
71.239132959,32,52,530330041005,AS73 University of Washington,13.477707574684505,1409529600,32.1016558706,34,40
8.6064951871,2,8,530330081002,AS33553 SOUND TRANSIT,49.35221421215242,1404172800,6.3560149309,2,11
,0,,530330081002,hughes,0,1427846400,1.1066411737,4,1
11.7133130573,974,6,530330081002,AS36351 SoftLayer Technologies Inc.,75.01841442292552,1430438400,1.5819695565,1024,1
1.3129539675,4,0.5,530330108001,AS16586 CLEAR WIRELESS LLC,404.8304498269896,1430438400,0.3494479441,6,0
6.1859532622,222,3,530330081002,t-mobile,223.07793795672325,1398902400,0.8646057577,348,0
5.0275604802,38,4,530330081002,"AS4323 tw telecom holdings, inc.",120.69789568214364,1430438400,0.580732517,38,0
2.773313012,2,2,530330093003,AS16586 CLEAR WIRELESS LLC,211.2332268370607,1420070400,0.3233172349,2,0
15.1642157301,78,13,530330107021,comcast,53.57310792215451,1398902400,2.3934375739,84,4
6.1373880936,50,2,530330067001,centurylink,146.72986325675305,1422748800,0.4427018037,58,0
4.5901110549,64,3.5,530330082001,centurylink,103.30820317122235,1420070400,0.2660619574,86,0
3.9634485084,2,3,530330108001,AS16586 CLEAR WIRELESS LLC,654.9908980582525,1425168000,0.4382310924,2,0
3.4779802355,10,4,530330116006,centurylink,288.66854521625163,1404172800,0.3719402469,14,0
4.6708052769,10,4,530330081002,AS36351 SoftLayer Technologies Inc.,175.43986086532007,1425168000,0.9362637327,14,1
1.934561886,12,1,530330007002,centurylink,106.0638655462185,1393632000,0.2787988407,12,0
5.0188476892,32,4.5,530330066002,centurylink,116.74809002072845,1404172800,0.5189438476,38,0
1.4335395613,6,1,530330081002,at&t,531.5816326530612,1414800000,0.8551255797,6,0
4.3274883072,48,3.5,530330107021,AS16586 CLEAR WIRELESS LLC,224.55840737084569,1409529600,0.3850217405,48,0
2.2661206962,6,2,530330080012,AS16586 CLEAR WIRELESS LLC,273.2428189712759,1401580800,0.1351575852,12,0
4.6397335273,22,5,530330093003,comcast,112.70744288872513,1412121600,1.3356567475,22,2
35.6919393668,222,32,530330111024,comcast,35.833577757026134,1430438400,3.5370935251,226,4
1.1371171146,24,1,530330111024,AS16586 CLEAR WIRELESS LLC,469.1603144761579,1422748800,0.129441806,56,0
13.7219581019,2,13,530330082001,AS174 Cogent Communications,59.76019378280178,1417392000,7.5523217377,2,14
4.8677898614,46,3,530330046001,centurylink,111.92169079469794,1396310400,0.2739885142,48,0
14.7111065114,6,21,530330080012,AS11404 vanoppen.biz LLC,67.52214995704995,1412121600,13.7746037419,8,22
27.6390659346,38,24,530330108001,comcast,39.960179076343074,1433116800,3.3765942808,42,4
11.4681234285,2,11,530330067001,"AS20473 Choopa, LLC",662.0842654735272,1417392000,1.6897812837,2,3
24.9237947515,30,13,530330082001,wave,31.42461577814252,1427846400,33.8331956376,32,2.5
2.6843100936,2,2,530330081002,windstream,479.00958904109586,1404172800,1.3377334024,2,2
1.8356955975,78,0,530330007002,comcast,86.28108309526768,1391212800,2.0238076208,80,2
1.3280546084,4,1,530330097025,windstream,196.31233362910382,1406851200,0.6442946695,4,1
15.3898396666,164,5,530330079001,comcast,148.39898817966903,1438387200,1.6949907719,164,1
2.5172130996,14,3,530330041005,centurylink,338.13125983523094,1412121600,0.2874050114,16,0
,0,,530330109001,comcast,0,1401580800,2.3113422416,2,2
35.8702445156,8,33.5,530330007002,AS2544 King County Gov,24.657673494344237,1430438400,8.6621618492,8,7
5.3493770023,106,2,530330081002,verizon,134.0066151281681,1391212800,1.0075222667,130,0
11.2027158423,30,10,530330082001,northland cable,52.746936630431776,1425168000,0.6422692556,32,1
17.130884778,4,16.5,530330080012,"AS21628 Towerstream I, Inc.",35.37007381458776,1414800000,7.8711731497,4,13.5
7.3579872259,208,3,530330067001,centurylink,116.85118654125436,1433116800,0.7469182128,216,0
10.4507500837,92,10,530330082001,northland cable,63.80525648188696,1430438400,0.8513143818,90,1
16.177065907,2,16,530330079001,AS11404 vanoppen.biz LLC,46.77044967880086,1406851200,7.320105767,2,13
12.0147789627,28,10,530330079001,wave,41.36931987374189,1393632000,1.3774643456,30,1
2.4993796071,40,1.5,530330093003,AS16586 CLEAR WIRELESS LLC,143.39846371181352,1388534400,0.2799661952,54,0
6.4560345387,14,4,530330097025,centurylink,70.28468109637859,1391212800,1.4768483915,16,2
1.7888693319,60,0,530330082001,centurylink,140.03235912444865,1388534400,0.2923551522,60,0
20.2128747763,62,20,530330062001,comcast,32.620265234633706,1393632000,3.124880327,70,4
4.7755361542,28,3,530330081002,centurylink,102.83197462097458,1412121600,0.6791389147,30,0
0.4670233315,2,0,530330080012,frontier,180.96153846153845,1414800000,0.138645444,2,0
18.2736176958,6,26,530330095002,centurylink,94.20166644968103,1393632000,1.456391937,6,3
2.7414613735,24,2.5,530330080012,centurylink,150.83410290237467,1409529600,0.3870571347,24,0
2.3662787969,4,2,530330107021,centurylink,297.693489392831,1401580800,0.2941967026,6,0
7.8520294154,4,7.5,530330082001,northland cable,297.1015662078785,1396310400,0,0,
16.3947015266,112,0,530330082001,comcast,66.91638072170267,1438387200,5.9778662289,112,0
11.5054159169,14,9,530330097025,AS11404 vanoppen.biz LLC,40.210342492604866,1396310400,3.5299168625,14,6
13.0284743948,34,13,530330107021,comcast,66.5999491764271,1406851200,2.0743046234,38,4
255.0414705434,4,254,530330081002,AS21525 Seattle Public Library,2.6695009877179423,1404172800,174.8359189385,4,327.5
13.9035471369,12,12.5,530330108001,comcast,37.90248900653204,1404172800,2.0882945022,14,3
13.5738739237,208,8.5,530330066002,comcast,51.31974542221051,1417392000,2.1845435484,218,4
6.6230582695,6,0,530330095002,centurylink,57.44568055397888,1427846400,0.834680711,6,0
1.8272935399,10,1,530330031003,AS16586 CLEAR WIRELESS LLC,206.3556271823798,1388534400,0.2873352264,12,0
56.5215447283,90,44,530330062001,comcast,29.089389683912803,1427846400,4.1279243349,98,8
33.0127395277,2,33,530330079001,"AS4323 tw telecom holdings, inc.",3.266882474597608,1422748800,0.1982854914,2,0
1.2097608701,2,1,530330069004,at&t,456.32,1414800000,0.1269335726,6,0
10.5629532269,54,5,530330079001,wave,72.21451006959414,1427846400,1.8335399811,54,3
6.2148477624,60,0,530330047004,comcast,42.55639715602558,1391212800,2.7429516666,60,4
16.7459196434,32,12,530330080012,wave,60.3541019420919,1417392000,4.2644614738,44,5
22.8637646499,50,19,530330109001,comcast,100.34637857577601,1441065600,3.4067833421,50,6
26.7250250431,90,19,530330116006,comcast,40.60642656890231,1417392000,2.3184665899,90,4
15.544173608,2,15,530330082001,"AS1445 Milliman, Inc.",63.949155794320795,1430438400,7.0559493928,2,12
35.4890767774,26,15,530330041005,AS73 University of Washington,18.682890093338756,1435708800,12.7527349755,26,11
3.9138476584,6,4,530330066002,centurylink,164.91961486789074,1422748800,0.2893384262,6,0
1.2031058012,10,1,530330109001,centurylink,324.16105860113424,1406851200,0.3070366767,10,0
6.0650074844,2,6,530330116006,whidbey internet services,30.61485668146952,1396310400,0.4020215963,2,0
2.3427489004,2,2,530330116006,centurylink,83.22644770959377,1422748800,0.2484817381,2,0
6.0382377171,40,5.5,530330067001,centurylink,92.6424325061358,1404172800,0.6110939729,46,0
6.7646305559,308,2,530330081002,t-mobile,272.012283447075,1406851200,0.8096815582,550,0
35.7227861609,16,26.5,530330081002,AS21743 Atlas Networks Corporation,64.92467446625686,1409529600,14.8050358103,16,27
1.5044666107,54,0,530330107021,centurylink,200.27655511094943,1441065600,0.1352741693,74,0
8.9951979681,22,4,530330095002,wave,93.69311853619729,1388534400,0.9113345701,24,1
29.3036819286,78,14,530330082001,wave,23.343939375900373,1393632000,10.0386358468,74,2
0.4062954943,20,0,530330111024,AS16586 CLEAR WIRELESS LLC,355.53607103218644,1404172800,0.2136648761,28,0
2.5981975712,54,0,530330079001,centurylink,97.9786250722126,1388534400,0.386523759,60,0
1.9757032125,6,0,530330081002,"AS15003 Nobis Technology Group, LLC",380.44214876033055,1398902400,0.0803075066,6,0
1.7405321325,142,0,530330080012,"AS53340 VegasNAP, LLC",217.05905246224899,1435708800,0.5411615017,264,0
10.9848432273,34,8,530330082001,"AS22363 Powerhouse Management, Inc.",161.80569864304007,1422748800,1.7106093088,36,0.5
18.2427307768,28,18,530330111024,comcast,49.633412887828165,1427846400,1.9593009569,28,2.5
1.2333265503,2,1,530330116006,AS16586 CLEAR WIRELESS LLC,128.6117216117216,1391212800,0.4351555642,2,0
2.3178973719,124,1,530330047004,AS16586 CLEAR WIRELESS LLC,273.7609226644139,1417392000,0.3332539216,146,0
0.0491928725,2,0,530330081002,hughes,77.08888888888889,1425168000,0.793163517,8,0
4.3089087096,4,3.5,530330082001,"AS7385 Integra Telecom, Inc.",96.68602739726028,1435708800,8.2272484111,6,12
16.0470206011,144,9.5,530330082001,comcast,89.38566584301562,1406851200,1.3482558414,160,0
1.2548464804,4,0.5,530330111024,AS16586 CLEAR WIRELESS LLC,1193.9509345794393,1414800000,0.2688408018,4,0
9.0693505735,42,9,530330024002,"AS7385 Integra Telecom, Inc.",134.30820736410897,1425168000,0.7133195729,42,0
5.6690568708,44,5.5,530330046001,centurylink,98.20422122337307,1393632000,0.2945138339,44,0
0.4804827451,2,0,530330080012,AS54527 Astute Hosting Inc.,276.78,1406851200,0.1810189214,2,0
2.418916829,2,2,530330066002,AS16586 CLEAR WIRELESS LLC,706.4555393586006,1391212800,0.2884851542,4,0
3.4110068926,20,3.5,530330031003,AS16586 CLEAR WIRELESS LLC,282.8177789713979,1401580800,0.2933974129,24,0
0.6542675568,2,0,530330024002,centurylink,300.23478260869564,1417392000,0.0940715117,10,0
6.4921981463,116,0,530330107021,comcast,107.18919193975168,1438387200,1.769037666,92,3
5.0087044491,14,4,530330082001,AS16586 CLEAR WIRELESS LLC,243.44606076210093,1435708800,0.349515793,16,0
4.7497657234,50,3,530330067001,centurylink,93.66591234175188,1414800000,0.3435789685,52,0
1.1812906157,32,0,530330081002,at&t,290.7079156223893,1422748800,0.4679333282,32,0
3.3586118483,46,0,530330007002,centurylink,98.36690229495497,1396310400,1.2492854905,50,1
3.2396338117,12,2.5,530330024002,AS16586 CLEAR WIRELESS LLC,186.4736577392179,1430438400,0.3657762453,12,0
8.4184787349,52,6.5,530330079001,centurylink,83.57215870880968,1401580800,0.5218199343,64,0
9.5408058861,16,8,530330109001,centurylink,38.236615994712494,1438387200,0.3337647197,16,0
22.9820651188,2,22,530330081002,AS200840 Digital Hosting Technology Limited,145.105631276901,1441065600,2.3117140998,2,4
14.8060766868,24,8,530330095002,wave,87.60710515631344,1401580800,1.720431515,26,2
4.4990033524,54,2,530330047004,centurylink,112.15250434685063,1430438400,0.383778641,58,0
5.135339178,2,5,530330081002,"AS4323 tw telecom holdings, inc.",59.572586328400284,1427846400,2.9645611458,4,9.5
7.6164175119,144,3.5,530330081002,t-mobile,279.96462580881456,1438387200,1.806748028,244,0
36.9096542224,68,24,530330082001,AS11404 vanoppen.biz LLC,86.08632302491863,1438387200,14.6452169953,68,0
14.6410174863,76,11,530330108001,comcast,59.77281118913803,1414800000,1.6092673777,76,1
69.4134546707,12,79,530330024002,"AS7385 Integra Telecom, Inc.",4.098664477374149,1430438400,25.1524238508,12,50
0.6239634199,2,0,530330081002,AS36614 Airbus DS Satcom Government Inc.,31.64808362369338,1401580800,0.1417449047,2,0
7.8081281706,10,3,530330081002,AS36351 SoftLayer Technologies Inc.,292.4243498069987,1427846400,0.9967549573,12,0
8.2279641291,26,7,530330081002,hughes,68.37940264436432,1430438400,0.6311976232,42,0
3.2701588698,30,3,530330082001,centurylink,133.49455252918287,1441065600,0.1946906917,30,0
24.9502223352,118,18,530330024002,comcast,30.71290225910558,1422748800,2.8102473801,120,4
2.7297202497,4,2,530330093003,AS16586 CLEAR WIRELESS LLC,246.20809502859657,1441065600,0.4386499493,4,0
21.7605932283,30,11,530330097025,comcast,32.82091993937995,1396310400,2.7616485804,28,4
4.7556979628,8,4.5,530330007002,centurylink,95.47928079786487,1425168000,0.2768544937,10,0
1.9789048375,8,0.5,530330024002,AS16586 CLEAR WIRELESS LLC,557.2009294696555,1396310400,0.2017543126,8,0
3.3744527699,2,3,530330066002,AS21743 Atlas Networks Corporation,382.5052041633307,1417392000,0.8686512128,4,1
0.5210825038,8,0,530330079001,AS16586 CLEAR WIRELESS LLC,158.17343387470999,1435708800,0.1719281448,10,0
